probability,start_symbol,end_symbol0,end_symbol1,end_symbol2,end_symbol3,end_symbol4,end_symbol5,end_symbol6,end_symbol7,end_symbol8,end_symbols
0.00019976028765481422,adj,Najwyższej,nan,nan,nan,nan,nan,nan,nan,nan,"('Najwyższej',)"
0.00027313076135199724,subst,Izby,nan,nan,nan,nan,nan,nan,nan,nan,"('Izby',)"
0.00013656538067599862,subst,Kontroli,nan,nan,nan,nan,nan,nan,nan,nan,"('Kontroli',)"
0.00019976028765481422,adj,szczegółowego,nan,nan,nan,nan,nan,nan,nan,nan,"('szczegółowego',)"
0.0024630541871921183,ger,zbadania,nan,nan,nan,nan,nan,nan,nan,nan,"('zbadania',)"
0.00039952057530962844,adj,Wysoki,nan,nan,nan,nan,nan,nan,nan,nan,"('Wysoki',)"
0.0008876749743939911,subst,Sejm,nan,nan,nan,nan,nan,nan,nan,nan,"('Sejm',)"
0.003787878787878788,ppas,poinformowany,nan,nan,nan,nan,nan,nan,nan,nan,"('poinformowany',)"
6.828269033799931e-05,subst,wynikach,nan,nan,nan,nan,nan,nan,nan,nan,"('wynikach',)"
0.0005462615227039945,subst,kontroli,nan,nan,nan,nan,nan,nan,nan,nan,"('kontroli',)"
0.00013656538067599862,subst,posłowi,nan,nan,nan,nan,nan,nan,nan,nan,"('posłowi',)"
0.010738255033557046,ppron3,oni,nan,nan,nan,nan,nan,nan,nan,nan,"('oni',)"
0.002130681818181818,fin,Jestem,nan,nan,nan,nan,nan,nan,nan,nan,"('Jestem',)"
0.00020484807101399795,subst,proboszczem,nan,nan,nan,nan,nan,nan,nan,nan,"('proboszczem',)"
0.005988023952095809,pact,liczącej,nan,nan,nan,nan,nan,nan,nan,nan,"('liczącej',)"
0.00202020202020202,num,1180,nan,nan,nan,nan,nan,nan,nan,nan,"('1180',)"
0.0003414134516899966,subst,parafii,nan,nan,nan,nan,nan,nan,nan,nan,"('parafii',)"
0.0014204545454545455,fin,posiada,nan,nan,nan,nan,nan,nan,nan,nan,"('posiada',)"
0.00019976028765481422,adj,zabytkowy,nan,nan,nan,nan,nan,nan,nan,nan,"('zabytkowy',)"
0.00013656538067599862,subst,kościół,nan,nan,nan,nan,nan,nan,nan,nan,"('kościół',)"
0.003787878787878788,ppas,wpisany,nan,nan,nan,nan,nan,nan,nan,nan,"('wpisany',)"
0.00013656538067599862,subst,rejestru,nan,nan,nan,nan,nan,nan,nan,nan,"('rejestru',)"
6.828269033799931e-05,subst,zabytków,nan,nan,nan,nan,nan,nan,nan,nan,"('zabytków',)"
6.828269033799931e-05,subst,Panowie,nan,nan,nan,nan,nan,nan,nan,nan,"('Panowie',)"
0.0009019843656043296,praet,przyszli,nan,nan,nan,nan,nan,nan,nan,nan,"('przyszli',)"
0.0003006614552014432,praet,Wywiercili,nan,nan,nan,nan,nan,nan,nan,nan,"('Wywiercili',)"
0.00013656538067599862,subst,dziury,nan,nan,nan,nan,nan,nan,nan,nan,"('dziury',)"
0.00013656538067599862,subst,ścianie,nan,nan,nan,nan,nan,nan,nan,nan,"('ścianie',)"
0.0012026458208057728,praet,pytał,nan,nan,nan,nan,nan,nan,nan,nan,"('pytał',)"
0.014184397163120567,comp,Bo,nan,nan,nan,nan,nan,nan,nan,nan,"('Bo',)"
6.828269033799931e-05,subst,Scotland,nan,nan,nan,nan,nan,nan,nan,nan,"('Scotland',)"
6.828269033799931e-05,subst,Yard,nan,nan,nan,nan,nan,nan,nan,nan,"('Yard',)"
0.0018039687312086591,praet,postanowił,nan,nan,nan,nan,nan,nan,nan,nan,"('postanowił',)"
0.0012106537530266344,inf,przykręcić,nan,nan,nan,nan,nan,nan,nan,nan,"('przykręcić',)"
6.828269033799931e-05,subst,wysięgnik,nan,nan,nan,nan,nan,nan,nan,nan,"('wysięgnik',)"
0.00020484807101399795,subst,kamerą,nan,nan,nan,nan,nan,nan,nan,nan,"('kamerą',)"
0.0010442046641141664,qub,zaledwie,nan,nan,nan,nan,nan,nan,nan,nan,"('zaledwie',)"
0.01818181818181818,num,30,nan,nan,nan,nan,nan,nan,nan,nan,"('30',)"
0.00019976028765481422,adj,jedynego,nan,nan,nan,nan,nan,nan,nan,nan,"('jedynego',)"
0.00027313076135199724,subst,okna,nan,nan,nan,nan,nan,nan,nan,nan,"('okna',)"
0.0003414134516899966,subst,mieszkaniu,nan,nan,nan,nan,nan,nan,nan,nan,"('mieszkaniu',)"
0.00013656538067599862,subst,miesiącu,nan,nan,nan,nan,nan,nan,nan,nan,"('miesiącu',)"
0.0024630541871921183,ger,mieszkania,nan,nan,nan,nan,nan,nan,nan,nan,"('mieszkania',)"
0.0006013229104028864,praet,zmieniła,nan,nan,nan,nan,nan,nan,nan,nan,"('zmieniła',)"
0.00013656538067599862,subst,koszmar,nan,nan,nan,nan,nan,nan,nan,nan,"('koszmar',)"
0.0009019843656043296,praet,Okazało,nan,nan,nan,nan,nan,nan,nan,nan,"('Okazało',)"
6.828269033799931e-05,subst,lek,nan,nan,nan,nan,nan,nan,nan,nan,"('lek',)"
0.0012106537530266344,inf,służyć,nan,nan,nan,nan,nan,nan,nan,nan,"('służyć',)"
0.0003414134516899966,subst,środków,nan,nan,nan,nan,nan,nan,nan,nan,"('środków',)"
0.00019976028765481422,adj,odurzających,nan,nan,nan,nan,nan,nan,nan,nan,"('odurzających',)"
0.0004601932811780948,fps,modpart,fps,fps,nan,nan,nan,nan,nan,nan,"(modpart, fps, fps)"
0.0006961364427427776,qub,Ponoć,nan,nan,nan,nan,nan,nan,nan,nan,"('Ponoć',)"
0.0016137708445400753,adv,łatwo,nan,nan,nan,nan,nan,nan,nan,nan,"('łatwo',)"
0.0003551136363636364,fin,poddaje,nan,nan,nan,nan,nan,nan,nan,nan,"('poddaje',)"
6.828269033799931e-05,subst,destylacji,nan,nan,nan,nan,nan,nan,nan,nan,"('destylacji',)"
0.01616161616161616,num,Kilka,nan,nan,nan,nan,nan,nan,nan,nan,"('Kilka',)"
0.00019976028765481422,adj,fałszywych,nan,nan,nan,nan,nan,nan,nan,nan,"('fałszywych',)"
6.828269033799931e-05,subst,recept,nan,nan,nan,nan,nan,nan,nan,nan,"('recept',)"
6.828269033799931e-05,subst,proastmin,nan,nan,nan,nan,nan,nan,nan,nan,"('proastmin',)"
6.828269033799931e-05,subst,KWP,nan,nan,nan,nan,nan,nan,nan,nan,"('KWP',)"
0.00013656538067599862,subst,Białej,nan,nan,nan,nan,nan,nan,nan,nan,"('Białej',)"
0.00019976028765481422,adj,Podlaskiej,nan,nan,nan,nan,nan,nan,nan,nan,"('Podlaskiej',)"
0.0003006614552014432,praet,zabezpieczyli,nan,nan,nan,nan,nan,nan,nan,nan,"('zabezpieczyli',)"
0.00019976028765481422,adj,bialskich,nan,nan,nan,nan,nan,nan,nan,nan,"('bialskich',)"
6.828269033799931e-05,subst,aptek,nan,nan,nan,nan,nan,nan,nan,nan,"('aptek',)"
0.0010758472296933835,adv,Wówczas,nan,nan,nan,nan,nan,nan,nan,nan,"('Wówczas',)"
0.020833333333333332,imps,wprowadzono,nan,nan,nan,nan,nan,nan,nan,nan,"('wprowadzono',)"
0.00013656538067599862,subst,sprzedaż,nan,nan,nan,nan,nan,nan,nan,nan,"('sprzedaż',)"
6.828269033799931e-05,subst,receptę,nan,nan,nan,nan,nan,nan,nan,nan,"('receptę',)"
0.0003551136363636364,fin,Udajemy,nan,nan,nan,nan,nan,nan,nan,nan,"('Udajemy',)"
0.00039952057530962844,adj,sami,nan,nan,nan,nan,nan,nan,nan,nan,"('sami',)"
0.13043478260869565,siebie,sobą,nan,nan,nan,nan,nan,nan,nan,nan,"('sobą',)"
0.0005992808629644426,adj,złego,nan,nan,nan,nan,nan,nan,nan,nan,"('złego',)"
0.001065340909090909,fin,dzieje,nan,nan,nan,nan,nan,nan,nan,nan,"('dzieje',)"
0.005673758865248227,comp,Choć,nan,nan,nan,nan,nan,nan,nan,nan,"('Choć',)"
0.0024857954545454545,fin,jesteśmy,nan,nan,nan,nan,nan,nan,nan,nan,"('jesteśmy',)"
0.00039952057530962844,adj,zadowoleni,nan,nan,nan,nan,nan,nan,nan,nan,"('zadowoleni',)"
0.005988023952095809,pact,istniejącego,nan,nan,nan,nan,nan,nan,nan,nan,"('istniejącego',)"
0.00047797883236599524,subst,stanu,nan,nan,nan,nan,nan,nan,nan,nan,"('stanu',)"
0.0007102272727272727,fin,widzimy,nan,nan,nan,nan,nan,nan,nan,nan,"('widzimy',)"
0.0006828269033799932,subst,możliwości,nan,nan,nan,nan,nan,nan,nan,nan,"('możliwości',)"
0.0003551136363636364,fin,zachowujemy,nan,nan,nan,nan,nan,nan,nan,nan,"('zachowujemy',)"
0.00037993920972644377,fpm,fps,fps,fpm,nan,nan,nan,nan,nan,nan,"(fps, fps, fpm)"
0.017213555675094135,adv,jak,nan,nan,nan,nan,nan,nan,nan,nan,"('jak',)"
0.0003414134516899966,subst,pory,nan,nan,nan,nan,nan,nan,nan,nan,"('pory',)"
0.00027313076135199724,subst,proces,nan,nan,nan,nan,nan,nan,nan,nan,"('proces',)"
0.00019976028765481422,adj,świadomy,nan,nan,nan,nan,nan,nan,nan,nan,"('świadomy',)"
6.828269033799931e-05,subst,Propozycja,nan,nan,nan,nan,nan,nan,nan,nan,"('Propozycja',)"
0.0031960227272727275,fin,prowadzi,nan,nan,nan,nan,nan,nan,nan,nan,"('prowadzi',)"
0.00019976028765481422,adj,niebezpiecznych,nan,nan,nan,nan,nan,nan,nan,nan,"('niebezpiecznych',)"
6.828269033799931e-05,subst,napięć,nan,nan,nan,nan,nan,nan,nan,nan,"('napięć',)"
0.00019976028765481422,adj,najwyższym,nan,nan,nan,nan,nan,nan,nan,nan,"('najwyższym',)"
6.828269033799931e-05,subst,mężczyzną,nan,nan,nan,nan,nan,nan,nan,nan,"('mężczyzną',)"
0.00013656538067599862,subst,oddziałach,nan,nan,nan,nan,nan,nan,nan,nan,"('oddziałach',)"
0.00020484807101399795,subst,Agencji,nan,nan,nan,nan,nan,nan,nan,nan,"('Agencji',)"
0.00013656538067599862,subst,Restrukturyzacji,nan,nan,nan,nan,nan,nan,nan,nan,"('Restrukturyzacji',)"
0.00013656538067599862,subst,Modernizacji,nan,nan,nan,nan,nan,nan,nan,nan,"('Modernizacji',)"
0.00020484807101399795,subst,Rolnictwa,nan,nan,nan,nan,nan,nan,nan,nan,"('Rolnictwa',)"
0.0011608057357459884,subst,Polsce,nan,nan,nan,nan,nan,nan,nan,nan,"('Polsce',)"
0.00013656538067599862,subst,Biuro,nan,nan,nan,nan,nan,nan,nan,nan,"('Biuro',)"
0.0003551136363636364,fin,krytykuje,nan,nan,nan,nan,nan,nan,nan,nan,"('krytykuje',)"
0.00013656538067599862,subst,projekty,nan,nan,nan,nan,nan,nan,nan,nan,"('projekty',)"
0.00019976028765481422,adj,podatkowe,nan,nan,nan,nan,nan,nan,nan,nan,"('podatkowe',)"
0.0008193922840559918,subst,rządu,nan,nan,nan,nan,nan,nan,nan,nan,"('rządu',)"
0.0005379236148466917,adv,podkreślając,nan,nan,nan,nan,nan,nan,nan,nan,"('podkreślając',)"
0.0003551136363636364,fin,wywołają,nan,nan,nan,nan,nan,nan,nan,nan,"('wywołają',)"
0.013422818791946308,ppron3,one,nan,nan,nan,nan,nan,nan,nan,nan,"('one',)"
0.0005992808629644426,adj,dalszą,nan,nan,nan,nan,nan,nan,nan,nan,"('dalszą',)"
6.828269033799931e-05,subst,zwyżkę,nan,nan,nan,nan,nan,nan,nan,nan,"('zwyżkę',)"
0.00013656538067599862,subst,cen,nan,nan,nan,nan,nan,nan,nan,nan,"('cen',)"
6.828269033799931e-05,subst,Jeńcy,nan,nan,nan,nan,nan,nan,nan,nan,"('Jeńcy',)"
0.00019976028765481422,adj,wojenni,nan,nan,nan,nan,nan,nan,nan,nan,"('wojenni',)"
0.0003414134516899966,subst,listy,nan,nan,nan,nan,nan,nan,nan,nan,"('listy',)"
0.0003551136363636364,fin,piszą,nan,nan,nan,nan,nan,nan,nan,nan,"('piszą',)"
0.01702127659574468,comp,Jeżeli,nan,nan,nan,nan,nan,nan,nan,nan,"('Jeżeli',)"
0.005303204980401199,fl,fwe,nan,nan,nan,nan,nan,nan,nan,nan,"(fwe,)"
0.0005379236148466917,adv,budując,nan,nan,nan,nan,nan,nan,nan,nan,"('budując',)"
0.0005462615227039945,subst,dom,nan,nan,nan,nan,nan,nan,nan,nan,"('dom',)"
0.0003006614552014432,praet,zaplanowali,nan,nan,nan,nan,nan,nan,nan,nan,"('zaplanowali',)"
0.00019976028765481422,adj,przyszłe,nan,nan,nan,nan,nan,nan,nan,nan,"('przyszłe',)"
6.828269033799931e-05,subst,wykorzystanie,nan,nan,nan,nan,nan,nan,nan,nan,"('wykorzystanie',)"
6.828269033799931e-05,subst,poddasza,nan,nan,nan,nan,nan,nan,nan,nan,"('poddasza',)"
0.0003006614552014432,praet,uwzględnili,nan,nan,nan,nan,nan,nan,nan,nan,"('uwzględnili',)"
0.00019976028765481422,adj,architektonicznym,nan,nan,nan,nan,nan,nan,nan,nan,"('architektonicznym',)"
0.0003551136363636364,fin,ominie,nan,nan,nan,nan,nan,nan,nan,nan,"('ominie',)"
6.828269033799931e-05,subst,wizyt,nan,nan,nan,nan,nan,nan,nan,nan,"('wizyt',)"
0.00013656538067599862,subst,urzędach,nan,nan,nan,nan,nan,nan,nan,nan,"('urzędach',)"
0.03,pred,Trzeba,nan,nan,nan,nan,nan,nan,nan,nan,"('Trzeba',)"
0.006053268765133172,inf,spotkać,nan,nan,nan,nan,nan,nan,nan,nan,"('spotkać',)"
6.828269033799931e-05,subst,fachowcami,nan,nan,nan,nan,nan,nan,nan,nan,"('fachowcami',)"
0.0012106537530266344,inf,uzyskać,nan,nan,nan,nan,nan,nan,nan,nan,"('uzyskać',)"
0.00013656538067599862,subst,pozwolenia,nan,nan,nan,nan,nan,nan,nan,nan,"('pozwolenia',)"
0.004842615012106538,inf,odbyć,nan,nan,nan,nan,nan,nan,nan,nan,"('odbyć',)"
6.828269033799931e-05,subst,konsultacje,nan,nan,nan,nan,nan,nan,nan,nan,"('konsultacje',)"
6.828269033799931e-05,subst,Panią,nan,nan,nan,nan,nan,nan,nan,nan,"('Panią',)"
0.0004096961420279959,subst,prezes,nan,nan,nan,nan,nan,nan,nan,nan,"('prezes',)"
0.006944444444444444,imps,noszono,nan,nan,nan,nan,nan,nan,nan,nan,"('noszono',)"
0.0011485451761102604,prep,Ze,nan,nan,nan,nan,nan,nan,nan,nan,"('Ze',)"
0.00027313076135199724,subst,stolicy,nan,nan,nan,nan,nan,nan,nan,nan,"('stolicy',)"
0.0003006614552014432,praet,przywiozła,nan,nan,nan,nan,nan,nan,nan,nan,"('przywiozła',)"
6.828269033799931e-05,subst,autokar,nan,nan,nan,nan,nan,nan,nan,nan,"('autokar',)"
0.00020484807101399795,subst,dziennikarzy,nan,nan,nan,nan,nan,nan,nan,nan,"('dziennikarzy',)"
3.868471953578336e-05,fno,fno,fw,fw,fpm,nan,nan,nan,nan,nan,"(fno, fw, fw, fpm)"
0.0024630541871921183,ger,Oddanie,nan,nan,nan,nan,nan,nan,nan,nan,"('Oddanie',)"
6.828269033799931e-05,subst,użytku,nan,nan,nan,nan,nan,nan,nan,nan,"('użytku',)"
0.00013656538067599862,subst,domków,nan,nan,nan,nan,nan,nan,nan,nan,"('domków',)"
6.828269033799931e-05,subst,Połańcu,nan,nan,nan,nan,nan,nan,nan,nan,"('Połańcu',)"
0.00013656538067599862,subst,październiku,nan,nan,nan,nan,nan,nan,nan,nan,"('październiku',)"
0.00019976028765481422,adj,1997,nan,nan,nan,nan,nan,nan,nan,nan,"('1997',)"
0.1686746987951807,brev,r,nan,nan,nan,nan,nan,nan,nan,nan,"('r',)"
0.002151694459386767,adv,wyjątkowo,nan,nan,nan,nan,nan,nan,nan,nan,"('wyjątkowo',)"
0.00019976028765481422,adj,uroczyste,nan,nan,nan,nan,nan,nan,nan,nan,"('uroczyste',)"
0.0003006614552014432,praet,Pojawiła,nan,nan,nan,nan,nan,nan,nan,nan,"('Pojawiła',)"
0.00020484807101399795,subst,Urzędu,nan,nan,nan,nan,nan,nan,nan,nan,"('Urzędu',)"
6.828269033799931e-05,subst,Mieszkalnictwa,nan,nan,nan,nan,nan,nan,nan,nan,"('Mieszkalnictwa',)"
0.00027313076135199724,subst,Barbara,nan,nan,nan,nan,nan,nan,nan,nan,"('Barbara',)"
6.828269033799931e-05,subst,Blida,nan,nan,nan,nan,nan,nan,nan,nan,"('Blida',)"
0.0014204545454545455,fin,Czekam,nan,nan,nan,nan,nan,nan,nan,nan,"('Czekam',)"
0.00013656538067599862,subst,uzasadnienie,nan,nan,nan,nan,nan,nan,nan,nan,"('uzasadnienie',)"
0.00020484807101399795,subst,wyroku,nan,nan,nan,nan,nan,nan,nan,nan,"('wyroku',)"
6.828269033799931e-05,subst,Dominik,nan,nan,nan,nan,nan,nan,nan,nan,"('Dominik',)"
0.0005379236148466917,adv,broniąc,nan,nan,nan,nan,nan,nan,nan,nan,"('broniąc',)"
0.002421307506053269,inf,przewidzieć,nan,nan,nan,nan,nan,nan,nan,nan,"('przewidzieć',)"
0.004176818656456666,qub,aż,nan,nan,nan,nan,nan,nan,nan,nan,"('aż',)"
0.00019976028765481422,adj,dramatyczne,nan,nan,nan,nan,nan,nan,nan,nan,"('dramatyczne',)"
0.00027313076135199724,subst,skutki,nan,nan,nan,nan,nan,nan,nan,nan,"('skutki',)"
0.06535947712418301,bedzie,będę,nan,nan,nan,nan,nan,nan,nan,nan,"('będę',)"
0.002421307506053269,inf,składać,nan,nan,nan,nan,nan,nan,nan,nan,"('składać',)"
6.828269033799931e-05,subst,apelację,nan,nan,nan,nan,nan,nan,nan,nan,"('apelację',)"
0.00013078733978550875,formaczas,subst,praet,nan,nan,nan,nan,nan,nan,nan,"(subst, praet)"
0.00019976028765481422,adj,przypadkowe,nan,nan,nan,nan,nan,nan,nan,nan,"('przypadkowe',)"
6.828269033799931e-05,subst,uderzenie,nan,nan,nan,nan,nan,nan,nan,nan,"('uderzenie',)"
0.001503307276007216,praet,Miał,nan,nan,nan,nan,nan,nan,nan,nan,"('Miał',)"
0.0006828269033799932,subst,prawo,nan,nan,nan,nan,nan,nan,nan,nan,"('prawo',)"
0.0012106537530266344,inf,panować,nan,nan,nan,nan,nan,nan,nan,nan,"('panować',)"
6.828269033799931e-05,subst,emocjami,nan,nan,nan,nan,nan,nan,nan,nan,"('emocjami',)"
0.00027313076135199724,subst,zasadzie,nan,nan,nan,nan,nan,nan,nan,nan,"('zasadzie',)"
0.00013656538067599862,subst,absolutorium,nan,nan,nan,nan,nan,nan,nan,nan,"('absolutorium',)"
0.0012106537530266344,inf,dotyczyć,nan,nan,nan,nan,nan,nan,nan,nan,"('dotyczyć',)"
0.00019976028765481422,adj,poprzedniego,nan,nan,nan,nan,nan,nan,nan,nan,"('poprzedniego',)"
0.00020484807101399795,subst,zarządu,nan,nan,nan,nan,nan,nan,nan,nan,"('zarządu',)"
0.000998801438274071,adj,nowym,nan,nan,nan,nan,nan,nan,nan,nan,"('nowym',)"
6.828269033799931e-05,subst,składzie,nan,nan,nan,nan,nan,nan,nan,nan,"('składzie',)"
0.0009019843656043296,praet,działał,nan,nan,nan,nan,nan,nan,nan,nan,"('działał',)"
0.00851063829787234,comp,bowiem,nan,nan,nan,nan,nan,nan,nan,nan,"('bowiem',)"
0.0009571209800918836,prep,około,nan,nan,nan,nan,nan,nan,nan,nan,"('około',)"
0.00013656538067599862,subst,miesiąca,nan,nan,nan,nan,nan,nan,nan,nan,"('miesiąca',)"
0.001893939393939394,ppas,Przewidziana,nan,nan,nan,nan,nan,nan,nan,nan,"('Przewidziana',)"
0.00013656538067599862,subst,dyskusja,nan,nan,nan,nan,nan,nan,nan,nan,"('dyskusja',)"
6.828269033799931e-05,subst,Sprawy,nan,nan,nan,nan,nan,nan,nan,nan,"('Sprawy',)"
0.00019976028765481422,adj,budżetowe,nan,nan,nan,nan,nan,nan,nan,nan,"('budżetowe',)"
0.0003551136363636364,fin,zajmą,nan,nan,nan,nan,nan,nan,nan,nan,"('zajmą',)"
0.0010442046641141664,qub,zapewne,nan,nan,nan,nan,nan,nan,nan,nan,"('zapewne',)"
0.006060606060606061,num,sporo,nan,nan,nan,nan,nan,nan,nan,nan,"('sporo',)"
0.00039952057530962844,adj,czwartkowej,nan,nan,nan,nan,nan,nan,nan,nan,"('czwartkowej',)"
0.0005462615227039945,subst,Komisja,nan,nan,nan,nan,nan,nan,nan,nan,"('Komisja',)"
0.00019976028765481422,adj,rewizyjna,nan,nan,nan,nan,nan,nan,nan,nan,"('rewizyjna',)"
0.00039952057530962844,adj,powiatowej,nan,nan,nan,nan,nan,nan,nan,nan,"('powiatowej',)"
0.0003006614552014432,praet,zawnioskowała,nan,nan,nan,nan,nan,nan,nan,nan,"('zawnioskowała',)"
0.0024630541871921183,ger,udzielenie,nan,nan,nan,nan,nan,nan,nan,nan,"('udzielenie',)"
0.0003006614552014432,praet,przesłała,nan,nan,nan,nan,nan,nan,nan,nan,"('przesłała',)"
0.00019976028765481422,adj,stosowny,nan,nan,nan,nan,nan,nan,nan,nan,"('stosowny',)"
0.0007511095937179925,subst,wniosek,nan,nan,nan,nan,nan,nan,nan,nan,"('wniosek',)"
0.00019976028765481422,adj,Regionalnej,nan,nan,nan,nan,nan,nan,nan,nan,"('Regionalnej',)"
0.00019976028765481422,adj,Obrachunkowej,nan,nan,nan,nan,nan,nan,nan,nan,"('Obrachunkowej',)"
6.828269033799931e-05,subst,Bydgoszczy,nan,nan,nan,nan,nan,nan,nan,nan,"('Bydgoszczy',)"
0.0005992808629644426,adj,przeciwnym,nan,nan,nan,nan,nan,nan,nan,nan,"('przeciwnym',)"
0.0006828269033799932,subst,wypadku,nan,nan,nan,nan,nan,nan,nan,nan,"('wypadku',)"
0.0012106537530266344,inf,rozrzedzić,nan,nan,nan,nan,nan,nan,nan,nan,"('rozrzedzić',)"
0.0004096961420279959,subst,wodą,nan,nan,nan,nan,nan,nan,nan,nan,"('wodą',)"
6.828269033799931e-05,subst,ciasto,nan,nan,nan,nan,nan,nan,nan,nan,"('ciasto',)"
0.0010758472296933835,adv,troszeczkę,nan,nan,nan,nan,nan,nan,nan,nan,"('troszeczkę',)"
0.0003551136363636364,fin,rozlatuje,nan,nan,nan,nan,nan,nan,nan,nan,"('rozlatuje',)"
6.828269033799931e-05,subst,oleju,nan,nan,nan,nan,nan,nan,nan,nan,"('oleju',)"
0.0014204545454545455,fin,oznacza,nan,nan,nan,nan,nan,nan,nan,nan,"('oznacza',)"
0.0021046301864101023,praet,zostało,nan,nan,nan,nan,nan,nan,nan,nan,"('zostało',)"
0.0010758472296933835,adv,prawidłowo,nan,nan,nan,nan,nan,nan,nan,nan,"('prawidłowo',)"
0.001893939393939394,ppas,przyrządzone,nan,nan,nan,nan,nan,nan,nan,nan,"('przyrządzone',)"
0.0003006614552014432,praet,Dzwonił,nan,nan,nan,nan,nan,nan,nan,nan,"('Dzwonił',)"
6.828269033799931e-05,subst,Kluba,nan,nan,nan,nan,nan,nan,nan,nan,"('Kluba',)"
0.00870170553428472,qub,czy,nan,nan,nan,nan,nan,nan,nan,nan,"('czy',)"
6.828269033799931e-05,subst,Zając,nan,nan,nan,nan,nan,nan,nan,nan,"('Zając',)"
0.0007102272727272727,fin,żyje,nan,nan,nan,nan,nan,nan,nan,nan,"('żyje',)"
0.004176818656456666,qub,Nawet,nan,nan,nan,nan,nan,nan,nan,nan,"('Nawet',)"
6.828269033799931e-05,subst,piędź,nan,nan,nan,nan,nan,nan,nan,nan,"('piędź',)"
0.0005462615227039945,subst,ziemi,nan,nan,nan,nan,nan,nan,nan,nan,"('ziemi',)"
0.0003551136363636364,fin,rozdrapią,nan,nan,nan,nan,nan,nan,nan,nan,"('rozdrapią',)"
0.00019976028765481422,adj,głodne,nan,nan,nan,nan,nan,nan,nan,nan,"('głodne',)"
6.828269033799931e-05,subst,kruki,nan,nan,nan,nan,nan,nan,nan,nan,"('kruki',)"
6.828269033799931e-05,subst,Lodów,nan,nan,nan,nan,nan,nan,nan,nan,"('Lodów',)"
0.006944444444444444,imps,sprzedawano,nan,nan,nan,nan,nan,nan,nan,nan,"('sprzedawano',)"
0.00013656538067599862,subst,lutym,nan,nan,nan,nan,nan,nan,nan,nan,"('lutym',)"
0.013888888888888888,imps,skradziono,nan,nan,nan,nan,nan,nan,nan,nan,"('skradziono',)"
0.00019976028765481422,adj,prawdziwemu,nan,nan,nan,nan,nan,nan,nan,nan,"('prawdziwemu',)"
6.828269033799931e-05,subst,funkcjonariuszowi,nan,nan,nan,nan,nan,nan,nan,nan,"('funkcjonariuszowi',)"
0.0003551136363636364,fin,Prosimy,nan,nan,nan,nan,nan,nan,nan,nan,"('Prosimy',)"
0.0036319612590799033,inf,zachować,nan,nan,nan,nan,nan,nan,nan,nan,"('zachować',)"
6.828269033799931e-05,subst,czujność,nan,nan,nan,nan,nan,nan,nan,nan,"('czujność',)"
0.00019976028765481422,adj,Sprytny,nan,nan,nan,nan,nan,nan,nan,nan,"('Sprytny',)"
6.828269033799931e-05,subst,oszust,nan,nan,nan,nan,nan,nan,nan,nan,"('oszust',)"
0.00019976028765481422,adj,przekonujący,nan,nan,nan,nan,nan,nan,nan,nan,"('przekonujący',)"
0.00019976028765481422,adj,swym,nan,nan,nan,nan,nan,nan,nan,nan,"('swym',)"
6.828269033799931e-05,subst,ofiarom,nan,nan,nan,nan,nan,nan,nan,nan,"('ofiarom',)"
0.0007102272727272727,fin,proponuje,nan,nan,nan,nan,nan,nan,nan,nan,"('proponuje',)"
0.0024630541871921183,ger,pozostawienie,nan,nan,nan,nan,nan,nan,nan,nan,"('pozostawienie',)"
6.828269033799931e-05,subst,obrączki,nan,nan,nan,nan,nan,nan,nan,nan,"('obrączki',)"
0.00039952057530962844,adj,innej,nan,nan,nan,nan,nan,nan,nan,nan,"('innej',)"
0.00019976028765481422,adj,bezwartościowej,nan,nan,nan,nan,nan,nan,nan,nan,"('bezwartościowej',)"
6.828269033799931e-05,subst,zastaw,nan,nan,nan,nan,nan,nan,nan,nan,"('zastaw',)"
0.00020484807101399795,subst,zwrot,nan,nan,nan,nan,nan,nan,nan,nan,"('zwrot',)"
0.00013656538067599862,subst,gotówki,nan,nan,nan,nan,nan,nan,nan,nan,"('gotówki',)"
0.00808080808080808,num,kilkadziesiąt,nan,nan,nan,nan,nan,nan,nan,nan,"('kilkadziesiąt',)"
0.00027313076135199724,subst,minut,nan,nan,nan,nan,nan,nan,nan,nan,"('minut',)"
0.00019976028765481422,adj,Samozwańczy,nan,nan,nan,nan,nan,nan,nan,nan,"('Samozwańczy',)"
6.828269033799931e-05,subst,gliniarz,nan,nan,nan,nan,nan,nan,nan,nan,"('gliniarz',)"
0.0003551136363636364,fin,posługuje,nan,nan,nan,nan,nan,nan,nan,nan,"('posługuje',)"
0.00019976028765481422,adj,oryginalną,nan,nan,nan,nan,nan,nan,nan,nan,"('oryginalną',)"
6.828269033799931e-05,subst,legitymacją,nan,nan,nan,nan,nan,nan,nan,nan,"('legitymacją',)"
0.004211332312404288,prep,O,nan,nan,nan,nan,nan,nan,nan,nan,"('O',)"
0.0004096961420279959,subst,czym,nan,nan,nan,nan,nan,nan,nan,nan,"('czym',)"
0.0007102272727272727,fin,pisze,nan,nan,nan,nan,nan,nan,nan,nan,"('pisze',)"
0.0003006614552014432,praet,wolał,nan,nan,nan,nan,nan,nan,nan,nan,"('wolał',)"
0.0012106537530266344,inf,przemilczeć,nan,nan,nan,nan,nan,nan,nan,nan,"('przemilczeć',)"
6.828269033799931e-05,subst,tragedię,nan,nan,nan,nan,nan,nan,nan,nan,"('tragedię',)"
